Star_ID,RA_deg,Dec_deg,Apparent_Magnitude,Spectral_Type,Proper_Motion_RA,Proper_Motion_Dec,Radial_Velocity,Constellation,Catalog_Name,Distance_pc
HD 46421,347.62753190684134,-76.14842370674235,9.127909090446998,F,-343.7984920694007,-333.74466965029933,83521.0976339759,Cassiopeia,Messier 520,852.1228823388296
HD 30379,291.023045321926,35.33197965806515,5.2425955813022815,M,488.420993963481,-120.26259517835126,-158590.47925446904,Cygnus,NGC 6641,847.4211008076105
HD 38221,109.66095690241345,-28.822506521748096,1.7114367733190006,M,477.2799325664473,117.19422711696666,128196.16986729228,Ursa Major,IC 6180,1324.7517313854307
HD 54118,35.161961042298195,40.45801887517706,2.2687024310240185,G,293.8181039080397,469.81886463378476,224206.82073644927,Cygnus,Messier 7799,3005.833723948328
HD 23396,246.32388954437647,-78.23585865619037,3.3797539492685265,O,159.42296208199753,227.63113769968868,-223918.92052394396,Lyra,NGC 155,207.24989400518024
HD 22156,158.45489774625648,-33.24773919049014,3.7644999201044698,F,77.80705025108466,422.6037570939578,219957.41315730213,Ursa Major,Messier 2808,1590.49388722316
HD 59797,43.93376454412038,7.108432627560703,12.759240867617066,O,366.10154537783467,262.21205831417706,56145.15264857875,Ursa Major,NGC 8190,550.1868601037824
HD 22676,178.26368764005727,52.33016967101344,8.418341824237874,A,-210.56047838051205,91.71696889240047,-223733.70547978563,Ursa Major,IC 5428,2976.1202545873853
HD 57052,12.379867601478622,-32.624549472227415,7.850863670615497,A,-32.31878751512295,-307.9766308636555,-43474.88678417279,Cygnus,Messier 1563,347.66238970612665
HD 55082,327.3553447483615,22.660447758661633,1.721533078038262,A,119.38996936650187,166.68565189251308,-203483.82390894127,Ursa Major,Messier 698,1237.6305886181922
HD 89131,93.1607933760061,69.47599468251369,12.902095400241524,O,-88.80952413050892,123.37956595990704,120208.73331994173,Lyra,NGC 3464,2262.448632973555
HD 44671,238.5080223674335,20.855373872814823,10.842214548127256,M,-72.51354590973204,102.4691704572665,155320.8806507698,Orion,Messier 9287,2160.2667821062396
HD 15695,112.21598739218794,-48.06729454434592,1.0150254285000238,F,-169.7153324979156,-10.214132011759261,-236522.08783632063,Lyra,IC 4442,1296.2703860430065
HD 70217,187.22448762401189,-85.60785931982315,10.61752645844653,M,64.23181668453606,28.656603989275595,3683.911616786616,Cassiopeia,NGC 1219,1062.649515985979
HD 80284,196.81570056358066,66.61779730216739,8.15307326013969,G,350.574528015116,-165.55747288189593,188775.03361555032,Ursa Major,Messier 4594,1219.2711994107585
HD 26361,66.54760398918974,-86.17150604693032,1.2258801862016737,M,-298.47162199368717,19.312692642303205,261697.8249305979,Lyra,Messier 9233,810.5012188410559
HD 59615,349.0504659952411,67.4463010831559,6.874509622929847,O,434.43303875344145,-302.4440943215218,8110.720045062015,Cygnus,Messier 540,629.7980273639888
HD 20328,279.04781641000125,5.208684124898156,7.270444306950704,K,189.08765374822963,305.1743973603768,270167.5341668442,Cassiopeia,NGC 5153,1481.1666613189213
HD 82357,338.2196189631081,79.03218573232132,2.4866181024491363,M,323.27321268003016,-314.2230453012922,21413.3822736179,Lyra,NGC 3395,823.5534612026164
HD 48427,322.1378461539536,53.78098243925976,14.185472205004235,G,56.190692630011654,-415.03371011053355,-63485.70324005521,Ursa Major,Messier 2363,881.5809573662922
HD 92397,215.24399237199066,89.62813989600073,12.749630572209929,F,279.5167014240635,-63.75397364284265,208921.8771317373,Cygnus,Messier 6526,2013.7308155245023
HD 91070,331.8747246083221,-26.871873218692173,10.035335059936624,F,-483.7996026605328,158.30743950606188,-4210.373725146579,Ursa Major,NGC 4904,2969.5620438278684
HD 57400,31.85730073869102,48.09389200760285,6.934433415009108,O,318.38042477953525,-62.283175066458625,-16858.493661286193,Cassiopeia,NGC 9240,1850.8837391902011
HD 85674,70.55383047089227,-17.652435550336406,6.176483123767627,B,-459.8611409146335,-223.24586804869142,-5812.5063541030395,Lyra,NGC 9285,236.30339199113243
HD 35203,16.281824007793702,-3.6223883452964145,9.764602007264312,G,389.91337636286255,58.171183890440716,208071.00112184725,Ursa Major,IC 8857,232.02410960608293
HD 19116,117.11891907477516,22.95098337930662,8.181478041103581,A,491.96274723864326,-152.99766458780005,199164.92501283129,Cassiopeia,IC 6289,2917.0951278636035
HD 16006,139.92382428821352,67.26188055354098,0.9340965882282842,G,-205.93253782322216,432.8676901266331,-57888.004535873275,Cygnus,Messier 2293,911.7142141438542
HD 96673,97.68565143860253,87.13502445587312,7.687539731554976,M,-289.68144371420635,422.64513960357203,-100020.084077685,Lyra,Messier 1285,282.55736329813703
HD 39871,298.34550329469454,48.289214495613265,12.096054258492593,F,265.36336385804066,2.371819972095466,-4843.185576522432,Lyra,Messier 5667,1836.8041142633174
HD 47930,128.43119760969213,-14.801979209879917,6.888598163954371,K,-246.97365907974677,-172.11600598174147,43663.50584226544,Cassiopeia,NGC 1601,1912.2334509021362
HD 20458,101.13642348745708,-14.155739590127368,0.7793486633140262,F,365.56238317220345,237.13241395663908,-156997.67362320182,Lyra,IC 3804,1988.4348889386563
HD 40512,195.37058993696945,42.76481428600047,11.794172990760497,M,-397.1574078425233,-463.2870565169334,176373.05082935438,Cygnus,NGC 5581,820.0839097081015
HD 23238,50.73272099091455,-47.02011376170558,3.020456732039616,O,-374.04480362064174,-25.230993956348755,-8110.340560546261,Cygnus,Messier 9759,46.631590852394524
HD 59823,288.79091307145427,-70.11465963634896,3.8793125233205816,B,479.1515551006156,-163.67660572966645,-99572.67094802426,Lyra,IC 5348,2958.764725829132
HD 46434,26.838231724717495,-26.168011624660224,2.4705953014844386,A,173.83889827000462,420.53588510255463,-235907.40422160563,Ursa Major,NGC 4479,769.472143350217
HD 69429,355.2792971761862,-38.29698150226529,4.953225973072463,G,346.8872244289528,-487.9969727273175,-156692.90375783585,Ursa Major,IC 8039,2072.807752804616
HD 93320,278.0081169467967,-36.66453831792178,11.351272585329525,B,-175.67062264848198,52.81487571834907,269568.70305359026,Cygnus,NGC 5830,2166.6294867846113
HD 57819,71.53764535230206,-47.95060481101621,7.79078789255906,A,176.48374952060442,240.66358106662597,-116940.18790828405,Ursa Major,Messier 6151,1870.412981327272
HD 31319,1.9879621644968637,-82.42322586545487,3.0732191122606882,F,94.24182730859718,-14.982012475958754,-198684.42637977883,Cassiopeia,IC 3044,959.5902067545188
HD 58520,293.5661142437403,-86.78269174798551,13.167451172280613,K,103.15012012294699,-414.5969698372783,-23596.32500700408,Orion,Messier 9599,831.4093382880872
HD 56566,254.46864378514215,87.79003015248568,13.193727824272937,F,182.5324595377216,472.4613900279022,-115747.3539838508,Lyra,Messier 6228,1832.5847627344979
HD 37460,262.4425804947554,-13.000835927544784,13.058676375690103,O,75.35917312909862,18.010431376097927,-278904.4498372835,Cassiopeia,NGC 4840,2655.5054147350666
HD 97841,277.6573248069405,-20.821203511257295,3.5819431707230893,O,-70.93763069733404,114.1862443190114,-106112.86963234964,Cygnus,NGC 1205,2902.7185014241754
HD 44993,26.65607462427253,32.33651088475257,6.768590162714822,K,-224.07730561945317,-263.3902172924927,26465.174363681115,Orion,NGC 4391,324.9831792863454
HD 99593,129.04766227593814,-50.71430018428845,14.774844842113126,G,268.581330913202,-16.501914893196215,31027.423211980145,Cygnus,NGC 6226,474.9663649801325
HD 94939,41.7128614290467,80.99301311104057,11.580187144649855,M,-273.7275699968138,-70.85050804167815,-86064.64729386679,Orion,Messier 2528,2896.5948354689212
HD 19358,310.71723331521366,51.54210259479936,0.40751131838339727,B,192.3543061544142,-425.10415799801626,-31618.34624843963,Cassiopeia,Messier 6384,2258.310669777527
HD 89840,224.38732565792085,-73.9060195837933,0.9780688689073808,K,-266.66717735067334,-393.83964645253275,279310.7509408599,Orion,IC 5910,2707.3103835198194
HD 93227,119.1232889469537,-14.835460358712893,6.958970652184991,B,125.33016995445394,337.4725196187745,-73590.91366181304,Ursa Major,NGC 1500,621.5196742415582
HD 32431,22.88100610296851,68.24129536118966,13.638303087923402,A,247.07826712902897,-260.18004779340976,-145063.9120440102,Cassiopeia,NGC 5051,1801.6750037475654
HD 80010,111.9536358176384,80.05176401245384,8.080526969290712,G,-281.2861110934608,-305.04172850136945,-153919.77355994392,Lyra,IC 5897,2149.7978895314877
HD 42087,117.06599592962894,-5.867727975023456,7.467187620514354,O,-440.0566991386917,4.911451250139237,-25341.23237751948,Cygnus,IC 1675,2085.3330132158476
HD 31417,262.6582242017031,20.414050057927383,1.5821054993494588,G,-369.0262570058259,268.74713136251296,155712.08923016646,Ursa Major,NGC 1431,1251.5816839108018
HD 70589,229.5206896878767,-59.93388970342646,9.85170157086441,F,105.99696727102548,-438.05348142101207,-176407.08948691608,Lyra,NGC 7062,47.502888808236996
HD 59735,319.39658732747756,88.41035270465576,12.331547409003383,O,349.4464062257355,76.80791963825584,125577.67628446082,Orion,IC 9126,1787.389360301766
HD 45382,169.99737305830175,-48.29909375098019,5.706300112613435,B,-455.00317876457564,-380.78955715942664,-287310.10599035025,Ursa Major,Messier 8396,776.2427458813905
HD 93886,43.053928537788615,79.69171934432262,11.634177763879912,M,234.1512590416462,-463.5389491743815,-48640.21320963238,Lyra,IC 1693,1380.6559459837504
HD 83000,256.7681234002782,26.93639681862632,14.467149808512174,O,-158.68135404994786,-447.2560478377826,165519.0391216721,Cassiopeia,NGC 1469,2935.973144698577
HD 38785,273.88261750208306,19.392623078194646,3.0564968869153364,F,-21.471630080477496,334.16410820844135,-96760.22653534115,Orion,IC 9081,1223.6335192689096
HD 99733,202.05979112501865,2.283931982971552,7.849944467921119,O,428.85954984556565,-382.0275163719384,38242.260867239675,Lyra,NGC 9781,2574.8955300646326
HD 52504,277.54818478364194,-48.479433890803435,4.307069371268633,K,-168.02849526415451,-454.84863558770803,-177012.4603044535,Orion,Messier 5316,578.3175894010112
HD 17331,177.76641469118067,-58.22495423900851,11.89281628550759,M,-34.66306606051393,-62.10011285708771,145197.2346757034,Lyra,IC 203,2061.876071497156
HD 40021,188.18381857751785,-50.31248236736844,8.663900488217363,B,-486.3175852393189,343.9934719420248,-268632.53803874424,Cygnus,IC 6780,2995.527458466193
HD 14207,153.91476660907787,-56.441112814034184,9.518736263254556,F,-418.40127999516164,-237.59162351069807,211525.5869253002,Cassiopeia,IC 1388,312.68139038634735
HD 51347,9.150885627874267,50.325205242015585,11.96871239423841,K,-241.40840886521596,-78.28738247408364,-181082.16814699912,Ursa Major,Messier 9168,25.81313921242992
HD 62581,38.8409137175896,-26.97745334998858,5.939557089936823,A,-472.1477591789256,-460.07746743624875,224638.81902499846,Lyra,NGC 9371,1329.5460894582686
HD 45093,11.31450684722433,-79.58831821858865,13.726351026105649,G,131.37532604825094,-50.92148586512411,-88482.45521968961,Orion,Messier 2779,284.26955353592166
HD 18675,229.10774805496095,84.43847342534605,7.9954330086921,K,-73.60164319837747,77.61308063713363,133610.14468469197,Cassiopeia,Messier 6238,2294.636650073167
HD 37653,113.1681531874776,69.08145929341663,2.36932234253022,A,48.145202728022014,70.90705375214475,-108464.82132828693,Ursa Major,NGC 2275,2804.0483970314026
HD 84341,183.085448819293,76.99541097513833,10.438486772532038,F,-325.3528141036704,-167.57330782563486,243547.0027407885,Orion,IC 4934,1330.8894228880904
HD 51245,326.72393061339346,89.08340807635835,11.898920256573817,M,-204.06797056338388,-184.4668193368645,-224017.72468897537,Cassiopeia,IC 8080,793.441699650552
HD 37869,89.74520249359497,-58.698855140492284,4.7514251560129,F,163.82447485272507,-393.3763810634021,-192888.1264364408,Orion,NGC 1037,1332.0615860959454
HD 95909,147.73785229282672,-18.67643659752143,12.857688854981294,F,465.3027236303998,-133.2016793537316,-4181.924904718646,Cassiopeia,NGC 7122,2218.188452974086
HD 75435,271.99840987549754,46.48292562673643,13.592148821486497,B,-449.5832263977908,-400.50533112703533,-250836.93657711233,Ursa Major,IC 6900,28.06404347678087
HD 61856,82.36733957698408,35.2837112496826,4.153567310667134,F,390.3843208552661,266.5959447120516,-182411.88917894283,Ursa Major,IC 7934,1807.4021145885672
HD 94259,27.712767538365476,-62.29873685882609,14.752822090728332,G,76.88120131120843,466.27429774818586,266259.8293272086,Orion,NGC 5917,1880.4815969011465
HD 70142,104.31052304895648,56.849962498311186,2.110672920731376,B,63.91956675562369,470.07445666670685,285893.79668873234,Cassiopeia,IC 4041,1955.2744026516327
HD 28726,58.039663411441595,-49.60069706940108,3.0302350260373494,F,0.278535207760342,365.0710993753938,-74244.40240174683,Lyra,Messier 8124,742.2763271958178
HD 44718,334.69115484332633,-49.71282933192784,2.763372588570392,B,-430.6059140958166,100.79214933961907,253971.6126083614,Ursa Major,Messier 3204,2189.385809569007
HD 28301,290.9233366431901,6.655396120814444,13.409845650118056,G,-410.1231482638393,200.86569724387994,26894.805404059065,Lyra,IC 1753,280.4864763583783
HD 42325,228.02535234375244,16.729188271506573,9.814388284874427,G,100.91200565908605,-214.79419731958592,-138154.52047573976,Lyra,NGC 4992,611.2118416743956
HD 83579,313.72581246757835,14.415517410806018,2.281564248334093,K,-159.04142856444167,130.77042017262067,121439.2326483592,Cygnus,NGC 6484,2690.376076631478
HD 80644,289.32194768368123,-73.53236926840412,6.604851275525235,B,417.26806657768066,-44.35045056012257,95341.08394491434,Orion,IC 6225,2265.018207273494
HD 44438,67.1652211989729,67.94295527346847,9.229470376047031,M,-93.40946264052775,-17.982660223067512,293475.19146524,Orion,IC 7213,42.44649632673971
HD 86622,321.321239456392,-42.19199233403291,1.2519612748407494,O,-356.7185412973589,257.77656037515794,-140971.62755443002,Orion,IC 7056,761.7564071909247
HD 66155,194.16320708963426,-66.68731416909525,13.23624552611008,A,214.71883350203598,-218.08164440274834,103235.70159704128,Cassiopeia,Messier 9739,657.6148908646943
HD 86484,290.6784558590625,69.97465437641588,12.054053031623027,M,-206.64657855899014,-181.96038830548014,-268785.74698233185,Ursa Major,NGC 4923,830.5205098301699
HD 62350,322.59286797245755,82.0172696813556,7.578101603649573,M,25.47030735589317,424.64179112863667,-231812.37678196834,Ursa Major,IC 9884,759.2532846332995
HD 57447,114.481250989871,65.1829711077811,14.506899228887557,M,197.83278550517002,-443.7757051490278,-297648.97502934403,Cygnus,Messier 3291,191.9941473199066
HD 38746,39.618692829963635,55.71289345047805,6.266414689126496,F,400.26411120207035,-14.365701586659611,299676.40863580385,Cygnus,IC 5148,1407.2855398801821
HD 28131,82.056658515099,27.943556515023914,14.761654785547467,A,292.19119480167615,412.80080040786174,181364.21828848665,Cygnus,NGC 6525,2246.655592534513
HD 76784,153.75880390545228,9.154326709645076,10.018799982054405,M,176.3610678727241,110.36300781815703,172033.80884012446,Lyra,IC 4776,1860.3706555910812
HD 74686,294.48531573209755,-74.34238321594617,9.520069098809122,G,179.63318239514354,46.4070742121321,5835.645172907796,Orion,Messier 8045,2063.1366015992962
HD 21915,309.86300997228363,-16.47842164727423,2.4893234294367748,A,445.9246440320866,-250.2558207706448,-119959.75025673604,Cassiopeia,Messier 3972,249.08652184349066
HD 16175,2.502766991228653,-22.916066937783484,13.22891637456966,M,-204.17590250346393,-156.72451093555173,-209241.42932239443,Ursa Major,IC 6162,2917.3020306410726
HD 24371,183.86902892792367,-43.244318923141286,6.412345318809227,O,-498.8879058038126,352.0484158046929,-129195.15669212182,Cassiopeia,IC 6438,2570.8801452668067
HD 30033,150.26796113356045,40.2156204639453,2.4335010867371905,A,-228.04544060180132,59.21813176845819,-74417.26684251652,Orion,IC 1866,2468.480756030284
HD 92240,79.95881176946288,-0.7423676858212502,0.1891127996363856,K,-282.10862037325603,14.742193756779898,153786.05818817642,Orion,Messier 3274,2523.3370125377533
HD 30969,43.15153224012581,-75.41168113662337,8.396335254575739,A,161.83458511399817,-400.42028645997107,23797.07334189146,Ursa Major,Messier 8940,2859.727360778119
HD 99192,121.54146170530606,-50.36702364903396,7.910994331840145,M,133.71159976552906,-483.9718435448769,-253509.8240667104,Lyra,NGC 9013,1668.8319108558064
HD 65333,339.4474934085069,32.98657745872727,10.790304335537378,G,93.46138270472386,463.68518868704916,-289182.59462465264,Cygnus,NGC 7564,614.3133643588931
HD 88172,116.35305552747188,-76.29644529174597,13.353870795267031,G,-483.7565567905463,-123.01383271315837,-238600.69227956212,Lyra,Messier 3435,1891.186823151363
HD 18326,186.76462382761179,63.217244528778366,1.1910987696454427,K,228.77805445064746,103.21306209950433,-53700.7717815724,Orion,IC 4774,2277.76648449997
HD 60432,253.08682520226404,-0.8736251374846233,10.972447355105436,F,-176.46958751450848,-420.284926812715,259915.75022941094,Orion,Messier 1134,2262.547988124364
HD 60019,130.90665685654582,-3.4944160812033545,2.811179161463733,M,165.05598900663108,183.11428572304658,82441.48872553295,Lyra,IC 8181,1598.9185520562658
HD 88104,349.84154977954586,16.633401238713162,12.87265579735746,B,56.578428502153315,432.5667087059609,181095.53992530907,Cygnus,NGC 4962,210.1812429072122
HD 71348,346.48102617916004,58.44257386652686,12.285952707924842,F,-157.26907457209285,75.66525299741966,-20175.24329727085,Cygnus,NGC 4140,1138.0315773319664
HD 79352,90.6416264971311,-27.39434257760525,8.111906324783165,G,-365.4237328958923,-373.8846776245894,-83000.35008297433,Orion,Messier 2526,2823.110817530602
HD 42953,179.00946212125876,32.04290746063144,10.653641979349672,F,-405.581102339519,81.72152747347673,-234959.77637002635,Cygnus,Messier 6933,1792.0579871792957
HD 82512,108.31619153403707,11.831753519242397,4.7152516977562255,A,331.51833311222356,266.3472131046524,225559.81331172294,Cygnus,IC 1212,1650.676700908117
HD 11504,102.54257797588834,-41.934911369504164,7.067518483992219,A,418.39754208155796,-93.58346342598134,169896.0174167417,Ursa Major,IC 9797,824.533747748793
HD 99166,13.279301047631806,68.15339754392843,12.324553465657075,G,149.78804676429957,379.8377479414678,-199129.14144136495,Ursa Major,IC 9540,1129.864466772303
HD 25014,219.44316023276286,53.53668388924706,6.888977957598208,M,-396.56588513951664,148.68295335736445,7356.338325756311,Cassiopeia,IC 8756,2745.17885473287
HD 99353,180.96444836239013,28.521330238516583,5.366973979881627,G,-97.97278311175927,399.2489182892025,-7575.115247253096,Lyra,Messier 6854,2043.4896222117118
HD 80381,18.532350449996166,63.10471123696354,7.413186708754498,F,228.93920010515717,123.5053112473372,75054.93161191716,Orion,Messier 603,2414.207581800297
HD 44973,100.31272712518012,66.11295617276443,12.423738786558275,F,279.8208840100681,-368.71202799517573,267712.13639475673,Cygnus,IC 8797,1393.1983116218876
HD 94012,326.97571894799535,37.50533580870626,5.0281207105630905,A,-381.7813777089114,-190.30828889481086,47862.8650574878,Cassiopeia,Messier 1393,1932.4623638204182
HD 54587,86.24228064011007,60.66239910546096,2.606423897036157,M,-499.9692811546176,-298.20505174754305,24130.36006717116,Ursa Major,NGC 4068,761.7789351792799
HD 24621,52.16215395284031,35.54486310047106,10.680210304961712,B,212.137045880605,408.82649771686226,-269806.24023920164,Cygnus,Messier 5817,2163.0455493704176
HD 48469,176.20299369992267,32.42533891685407,12.389673190621227,K,-143.40382401379435,260.40006728748267,-262255.51438918564,Lyra,NGC 726,1311.2086656997478
HD 66985,354.83416347981625,21.35004807873318,1.509562177853,B,-245.51866838173976,176.39836891000607,-187591.9252039267,Ursa Major,Messier 6548,1357.0232044275258
HD 30730,87.13989774414014,45.48899512037542,3.598111691339171,G,-487.1025302104746,-199.03368036837833,-280517.536984951,Orion,IC 7053,1990.9411212561597
HD 69470,241.96879706611628,-61.45108104724673,2.1295798464149085,F,40.299406761499654,-315.9552279497865,146011.73734200746,Cygnus,NGC 173,2870.672296099964
HD 10425,274.1830615183383,68.55673665580713,5.2191211737325,B,351.1507354259818,256.4510879889118,133998.1823963779,Cassiopeia,NGC 4240,196.5315553721534
HD 44522,85.54951583726388,66.93183499414175,6.755264683581189,M,457.6316462725879,-25.842054120920352,-218366.25934101423,Orion,NGC 8367,2528.7309233105416
HD 75612,262.15788550026946,-84.73548905377936,11.232395054449597,M,65.74495061328923,-274.2104478493709,201647.34047716856,Cygnus,Messier 8500,896.6686864603193
HD 33416,132.40192777893117,58.647015101657274,9.767213773225112,F,14.461327739894159,116.6219781652751,-207128.37909233282,Cygnus,Messier 9512,1361.23530629799
HD 76542,227.6300990136886,-66.80342385477987,9.313928512176467,O,-414.9436145107589,-459.66614786154804,-119294.64780158471,Cygnus,Messier 9425,67.48653234075552
HD 23947,228.0706958739221,-29.678606233354458,5.2856241991448165,A,48.872801542599746,-173.82974587174647,-150613.860503181,Cygnus,NGC 7304,923.2268399984351
HD 91959,192.87888626691304,43.8314861324894,12.621713296271398,K,-120.02092103460535,-31.44300540886536,-76615.74085617132,Cygnus,IC 6409,1541.228674333348
HD 49117,32.50431721958699,-61.06321871130452,7.069307510972468,F,107.13528088357691,-352.0416658905941,-147201.7404660229,Orion,IC 9644,172.52621365145598
HD 93748,300.7088984121257,57.23406434143121,14.686574070227318,K,-111.2736521234533,484.6544775908395,-6629.444136928767,Lyra,Messier 8200,1505.864125787129
HD 76540,115.4808233898249,59.784152032393536,9.512132074436053,M,-259.7008765496332,-290.90263541038576,-55555.271187188744,Lyra,NGC 5652,2842.559749921944
HD 89818,67.14666374394753,1.3441920769505202,1.8939711234675412,F,-405.0347247716235,-369.64686995673446,291941.6944675959,Orion,NGC 7910,323.41173789841196
HD 36071,14.67905095971501,-88.85054309096995,10.14266343113151,F,-185.08155541110426,-296.46512611310357,-266444.1899230646,Lyra,NGC 4841,2343.8608641346377
HD 30032,212.72145954776704,-38.333136028515696,4.876560231475485,K,-403.35516571224775,269.06113315972425,-214691.17416758902,Cassiopeia,IC 1407,1256.2396100965643
HD 59009,243.92317026322166,21.046845307633603,10.294907950291462,M,-323.10304917601604,-74.49434072815717,-268304.4636548385,Cassiopeia,NGC 2322,2008.879791121076
HD 31174,5.971618414028215,86.61351204493621,1.0446172224360861,M,487.3361585795459,65.41593975253807,75504.71698942548,Orion,IC 5111,798.1167733398462
HD 80697,184.35350098774114,23.726434863000307,2.6232215576393907,K,-55.89644309338138,-478.9908430136393,-267294.43355176825,Cassiopeia,IC 7461,489.2637673846385
HD 79514,81.53847907125767,-43.235355408451234,12.836058883586794,B,31.87176650501658,-465.56869142668546,201863.84242567397,Orion,NGC 8538,492.238585246935
